timestamp: 1468518473, brakes: 0, current pwm signal:7, current velocity: 0.000000, current longitude: 0.0000, current latitude: 0.0000, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518548, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518548, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518549, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518549, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518549, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518549, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518549, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518549, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518549, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518549, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518549, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518549, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518550, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518550, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518550, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518550, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518550, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518550, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518550, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
timestamp: 1468518550, brakes: 1, current pwm signal:7, current velocity: 7.456200, current longitude: 7.1815, current latitude: 50.7796, current altitude: 68.00, currentPower: 0.00, currentTorque: 0.00
